CountryCode,CountryName,ProjYear,PovertyLine,HeadCount,CoverageType
AFG,Afghanistan,2008,1.9,0.726086103629137,N
AFG,Afghanistan,2008,1.994779514,0.756130041243703,N
AFG,Afghanistan,2008,3.2,0.932043122875767,N
AFG,Afghanistan,2008,5.5,0.984137682803754,N
AFG,Afghanistan,2008,16.50903858,0.998847483201234,N
AFG,Afghanistan,2010,1.9,0.556665479921386,N
AFG,Afghanistan,2010,2.137507976,0.645195136558339,N
AFG,Afghanistan,2010,3.2,0.868874433004934,N
AFG,Afghanistan,2010,5.5,0.970651453477607,N
AFG,Afghanistan,2010,17.4555425,0.99824723402995,N
AFG,Afghanistan,2011,1.9,0.514575217819735,N
AFG,Afghanistan,2011,2.280773976,0.652466410099323,N
AFG,Afghanistan,2011,3.2,0.847722699504984,N
AFG,Afghanistan,2011,5.5,0.965991461662571,N
AFG,Afghanistan,2011,17.81334964,0.998100886131392,N
AFG,Afghanistan,2012,1.9,0.428395147544484,N
AFG,Afghanistan,2012,2.36253841,0.59355702630668,N
AFG,Afghanistan,2012,3.2,0.793978689662552,N
AFG,Afghanistan,2012,5.5,0.953493424232911,N
AFG,Afghanistan,2012,18.36542926,0.997691182561312,N
AFG,Afghanistan,2013,1.9,0.39384708681492,N
AFG,Afghanistan,2013,2.509693168,0.602745935273314,N
AFG,Afghanistan,2013,3.2,0.767386908462186,N
AFG,Afghanistan,2013,5.5,0.946856163793052,N
AFG,Afghanistan,2013,18.79714975,0.997553011940142,N
AFG,Afghanistan,2015,1.9,0.371896607973711,N
AFG,Afghanistan,2015,2.668833214,0.624972299466156,N
AFG,Afghanistan,2015,3.2,0.74862895950718,N
AFG,Afghanistan,2015,5.5,0.941954239225805,N
AFG,Afghanistan,2015,19.46453494,0.997570782177188,N
AFG,Afghanistan,2018,,,N
AFG,Afghanistan,2018,1.9,0.328317482971903,N
AFG,Afghanistan,2018,2.877820132,0.631628212386757,N
AFG,Afghanistan,2018,3.2,0.706366663688672,N
AFG,Afghanistan,2018,5.5,0.930133014173228,N
AFG,Afghanistan,2019,,,N
AFG,Afghanistan,2019,1.9,0.312129280276949,N
AFG,Afghanistan,2019,2.913124478,0.621347848294242,N
AFG,Afghanistan,2019,3.2,0.688733214885488,N
AFG,Afghanistan,2019,5.5,0.924839208187006,N
AFG,Afghanistan,2020,,,N
AFG,Afghanistan,2020,1.9,0.328589150036141,N
AFG,Afghanistan,2020,2.879716786,0.632430665783042,N
AFG,Afghanistan,2020,3.2,0.706653027858096,N
AFG,Afghanistan,2020,5.5,0.930217110458251,N
AFG,Afghanistan,2021,,,N
AFG,Afghanistan,2021,1.9,0.304954402380644,N
AFG,Afghanistan,2021,2.947927508,0.621365804537916,N
AFG,Afghanistan,2021,3.2,0.680545893244626,N
AFG,Afghanistan,2021,5.5,0.922300853792937,N
ERI,Eritrea,2008,1.9,0.598419654130729,N
ERI,Eritrea,2008,1.994779514,0.619508148315824,N
ERI,Eritrea,2008,3.2,0.816441735629443,N
ERI,Eritrea,2008,5.5,0.962037456063025,N
ERI,Eritrea,2008,16.50903858,0.999960882325524,N
ERI,Eritrea,2010,1.9,0.518277363253351,N
ERI,Eritrea,2010,2.137507976,0.567113611190163,N
ERI,Eritrea,2010,3.2,0.740742964355011,N
ERI,Eritrea,2010,5.5,0.925833534147096,N
ERI,Eritrea,2010,17.4555425,0.999915115701415,N
ERI,Eritrea,2011,1.9,0.44123497751979,N
ERI,Eritrea,2011,2.280773976,0.510554711446194,N
ERI,Eritrea,2011,3.2,0.654268039443838,N
ERI,Eritrea,2011,5.5,0.868556596469196,N
ERI,Eritrea,2011,17.81334964,0.999452600266574,N
ERI,Eritrea,2012,1.9,0.435455337917829,N
ERI,Eritrea,2012,2.36253841,0.518175299155064,N
ERI,Eritrea,2012,3.2,0.647177477181247,N
ERI,Eritrea,2012,5.5,0.863216263309586,N
ERI,Eritrea,2012,18.36542926,0.999612418829777,N
ERI,Eritrea,2013,1.9,0.470277972609825,N
ERI,Eritrea,2013,2.509693168,0.583202189323829,N
ERI,Eritrea,2013,3.2,0.688594958001379,N
ERI,Eritrea,2013,5.5,0.893077157810644,N
ERI,Eritrea,2013,18.79714975,0.999887367129316,N
ERI,Eritrea,2015,1.9,0.455173579195532,N
ERI,Eritrea,2015,2.668833214,0.59216408157563,N
ERI,Eritrea,2015,3.2,0.671012203650824,N
ERI,Eritrea,2015,5.5,0.880795891586383,N
ERI,Eritrea,2015,19.46453494,0.999883549810814,N
ERI,Eritrea,2018,,,N
ERI,Eritrea,2018,1.9,0.427130943044824,N
ERI,Eritrea,2018,2.877820132,0.590803126033291,N
ERI,Eritrea,2018,3.2,0.636812108887061,N
ERI,Eritrea,2018,5.5,0.855241836375756,N
ERI,Eritrea,2019,,,N
ERI,Eritrea,2019,1.9,0.4158839387045,N
ERI,Eritrea,2019,2.913124478,0.58195053082058,N
ERI,Eritrea,2019,3.2,0.622520618656495,N
ERI,Eritrea,2019,5.5,0.843920018761505,N
ERI,Eritrea,2020,,,N
ERI,Eritrea,2020,1.9,0.415563381710135,N
ERI,Eritrea,2020,2.879716786,0.576617573408291,N
ERI,Eritrea,2020,3.2,0.622108459791437,N
ERI,Eritrea,2020,5.5,0.84358785879787,N
ERI,Eritrea,2021,,,N
ERI,Eritrea,2021,1.9,0.399100400449735,N
ERI,Eritrea,2021,2.947927508,0.565467316683576,N
ERI,Eritrea,2021,3.2,0.600583180191745,N
ERI,Eritrea,2021,5.5,0.825795497867129,N
GNQ,Equatorial Guinea,2008,1.9,0.270325053224731,N
GNQ,Equatorial Guinea,2008,1.994779514,0.287372082883598,N
GNQ,Equatorial Guinea,2008,3.2,0.490296492750282,N
GNQ,Equatorial Guinea,2008,5.5,0.742280540619258,N
GNQ,Equatorial Guinea,2008,16.50903858,0.969154385673507,N
GNQ,Equatorial Guinea,2010,1.9,0.294803386819728,N
GNQ,Equatorial Guinea,2010,2.137507976,0.340195098347423,N
GNQ,Equatorial Guinea,2010,3.2,0.523867190063246,N
GNQ,Equatorial Guinea,2010,5.5,0.769294327102259,N
GNQ,Equatorial Guinea,2010,17.4555425,0.976586120082183,N
GNQ,Equatorial Guinea,2011,1.9,0.275142216729924,N
GNQ,Equatorial Guinea,2011,2.280773976,0.344121733018717,N
GNQ,Equatorial Guinea,2011,3.2,0.497052087202833,N
GNQ,Equatorial Guinea,2011,5.5,0.747890211322512,N
GNQ,Equatorial Guinea,2011,17.81334964,0.974689675255634,N
GNQ,Equatorial Guinea,2012,1.9,0.251783463874901,N
GNQ,Equatorial Guinea,2012,2.36253841,0.330203682957064,N
GNQ,Equatorial Guinea,2012,3.2,0.463589941786178,N
GNQ,Equatorial Guinea,2012,5.5,0.719202657270061,N
GNQ,Equatorial Guinea,2012,18.36542926,0.972393102777791,N
GNQ,Equatorial Guinea,2013,1.9,0.263822792837299,N
GNQ,Equatorial Guinea,2013,2.509693168,0.370173591873265,N
GNQ,Equatorial Guinea,2013,3.2,0.481059163977479,N
GNQ,Equatorial Guinea,2013,5.5,0.73446329493642,N
GNQ,Equatorial Guinea,2013,18.79714975,0.975821535935107,N
GNQ,Equatorial Guinea,2015,1.9,0.291365674071216,N
GNQ,Equatorial Guinea,2015,2.668833214,0.432709530374069,N
GNQ,Equatorial Guinea,2015,3.2,0.519265077363189,N
GNQ,Equatorial Guinea,2015,5.5,0.765716385745895,N
GNQ,Equatorial Guinea,2015,19.46453494,0.981327997694172,N
GNQ,Equatorial Guinea,2018,,,N
GNQ,Equatorial Guinea,2018,1.9,0.362896100407214,N
GNQ,Equatorial Guinea,2018,2.877820132,0.556402862124748,N
GNQ,Equatorial Guinea,2018,3.2,0.607948141856813,N
GNQ,Equatorial Guinea,2018,5.5,0.828336243638923,N
GNQ,Equatorial Guinea,2019,,,N
GNQ,Equatorial Guinea,2019,1.9,0.386295728260782,N
GNQ,Equatorial Guinea,2019,2.913124478,0.588895259547607,N
GNQ,Equatorial Guinea,2019,3.2,0.63394489514111,N
GNQ,Equatorial Guinea,2019,5.5,0.844400652867195,N
GNQ,Equatorial Guinea,2020,,,N
GNQ,Equatorial Guinea,2020,1.9,0.408009484442168,N
GNQ,Equatorial Guinea,2020,2.879716786,0.606983094145741,N
GNQ,Equatorial Guinea,2020,3.2,0.656852436447607,N
GNQ,Equatorial Guinea,2020,5.5,0.857799483278039,N
GNQ,Equatorial Guinea,2021,,,N
GNQ,Equatorial Guinea,2021,1.9,0.399318841196332,N
GNQ,Equatorial Guinea,2021,2.947927508,0.608898304582681,N
GNQ,Equatorial Guinea,2021,3.2,0.647820661182097,N
GNQ,Equatorial Guinea,2021,5.5,0.85259817245272,N
LBY,Libya,2008,1.9,0.343656182043175,N
LBY,Libya,2008,1.994779514,0.341206817966146,N
LBY,Libya,2008,3.2,0.0895752177075797,N
LBY,Libya,2008,5.5,0.346188306125292,N
LBY,Libya,2008,16.50903858,0.944756048314771,N
LBY,Libya,2010,1.9,0.343702297295828,N
LBY,Libya,2010,2.137507976,0.337823540072305,N
LBY,Libya,2010,3.2,0.0892980425860306,N
LBY,Libya,2010,5.5,0.345600541269809,N
LBY,Libya,2010,17.4555425,0.954333126476348,N
LBY,Libya,2011,1.9,0.231423597467558,N
LBY,Libya,2011,2.280773976,0.337357739482854,N
LBY,Libya,2011,3.2,0.573092329710498,N
LBY,Libya,2011,5.5,0.882689993072519,N
LBY,Libya,2011,17.81334964,0.998049612242876,N
LBY,Libya,2012,1.9,0.0103531551221184,N
LBY,Libya,2012,2.36253841,0.0458914624701828,N
LBY,Libya,2012,3.2,0.134690036325868,N
LBY,Libya,2012,5.5,0.434670299403161,N
LBY,Libya,2012,18.36542926,0.976961214186023,N
LBY,Libya,2013,1.9,0.088550463349106,N
LBY,Libya,2013,2.509693168,0.196335804239518,N
LBY,Libya,2013,3.2,0.331141371694977,N
LBY,Libya,2013,5.5,0.706256883228641,N
LBY,Libya,2013,18.79714975,0.994998495594387,N
LBY,Libya,2015,1.9,0.478627664379925,N
LBY,Libya,2015,2.668833214,0.716249499687219,N
LBY,Libya,2015,3.2,0.818811127878611,N
LBY,Libya,2015,5.5,0.968525383778668,N
LBY,Libya,2015,19.46453494,0.999530833940224,N
LBY,Libya,2018,,,N
LBY,Libya,2018,1.9,0.168719105563031,N
LBY,Libya,2018,2.877820132,0.404584328714477,N
LBY,Libya,2018,3.2,0.478953588185756,N
LBY,Libya,2018,5.5,0.828778275277831,N
LBY,Libya,2019,,,N
LBY,Libya,2019,1.9,0.134820027140074,N
LBY,Libya,2019,2.913124478,0.357648813563296,N
LBY,Libya,2019,3.2,0.420790102557356,N
LBY,Libya,2019,5.5,0.786906545983598,N
LBY,Libya,2020,,,N
LBY,Libya,2020,1.9,0.558439953554971,N
LBY,Libya,2020,2.879716786,0.821364850144164,N
LBY,Libya,2020,3.2,0.867527102485103,N
LBY,Libya,2020,5.5,0.979606874642503,N
LBY,Libya,2021,,,N
LBY,Libya,2021,1.9,0.215695161208225,N
LBY,Libya,2021,2.947927508,0.491756996941659,N
LBY,Libya,2021,3.2,0.55097716080846,N
LBY,Libya,2021,5.5,0.871378528377537,N
NRU,Nauru,2008,1.9,0.0681631315176115,N
NRU,Nauru,2008,1.994779514,0.075157354163863,N
NRU,Nauru,2008,3.2,0.162885976366286,N
NRU,Nauru,2008,5.5,0.339091788836066,N
NRU,Nauru,2008,16.50903858,0.880881273529925,N
NRU,Nauru,2010,1.9,0.0463282492227309,N
NRU,Nauru,2010,2.137507976,0.0612294787143207,N
NRU,Nauru,2010,3.2,0.126975670419391,N
NRU,Nauru,2010,5.5,0.270198380795933,N
NRU,Nauru,2010,17.4555425,0.441219349692221,N
NRU,Nauru,2011,1.9,0.0360855305738957,N
NRU,Nauru,2011,2.280773976,0.0579560499392939,N
NRU,Nauru,2011,3.2,0.110128941308722,N
NRU,Nauru,2011,5.5,0.239864074946135,N
NRU,Nauru,2011,17.81334964,0.445544987011487,N
NRU,Nauru,2012,1.9,0.0270664754392889,N
NRU,Nauru,2012,2.36253841,0.0514357743344121,N
NRU,Nauru,2012,3.2,0.0952011151382397,N
NRU,Nauru,2012,5.5,0.213740271950416,N
NRU,Nauru,2012,18.36542926,0.451604819143196,N
NRU,Nauru,2013,1.9,0.0073078005431905,N
NRU,Nauru,2013,2.509693168,0.0311147952586657,N
NRU,Nauru,2013,3.2,0.0597598052833408,N
NRU,Nauru,2013,5.5,0.153507841185885,N
NRU,Nauru,2013,18.79714975,0.83354534013146,N
NRU,Nauru,2015,1.9,0.00444458276688463,N
NRU,Nauru,2015,2.668833214,0.0141885034774165,N
NRU,Nauru,2015,3.2,0.0312277891136602,N
NRU,Nauru,2015,5.5,0.105640516000629,N
NRU,Nauru,2015,19.46453494,0.648258913481411,N
NRU,Nauru,2018,,,N
NRU,Nauru,2018,1.9,0.00426654535813717,N
NRU,Nauru,2018,2.877820132,0.0184914851999807,N
NRU,Nauru,2018,3.2,0.0286208692852685,N
NRU,Nauru,2018,5.5,0.101235405054159,N
NRU,Nauru,2019,,,N
NRU,Nauru,2019,1.9,0.00420944532507978,N
NRU,Nauru,2019,2.913124478,0.0188392812146731,N
NRU,Nauru,2019,3.2,0.0277822481006091,N
NRU,Nauru,2019,5.5,0.099815166834051,N
NRU,Nauru,2020,,,N
NRU,Nauru,2020,1.9,0.00431073428783081,N
NRU,Nauru,2020,2.879716786,0.0191222665420292,N
NRU,Nauru,2020,3.2,0.029269059490942,N
NRU,Nauru,2020,5.5,0.102332014695099,N
NRU,Nauru,2021,,,N
NRU,Nauru,2021,1.9,0.00423290825106421,N
NRU,Nauru,2021,2.947927508,0.0202270294296643,N
NRU,Nauru,2021,3.2,0.0281269833248785,N
NRU,Nauru,2021,5.5,0.100399196852739,N
SOM,Somalia,2008,1.9,,N
SOM,Somalia,2008,1.994779514,,N
SOM,Somalia,2008,3.2,,N
SOM,Somalia,2008,5.5,,N
SOM,Somalia,2008,16.50903858,,N
SOM,Somalia,2010,1.9,,N
SOM,Somalia,2010,2.137507976,,N
SOM,Somalia,2010,3.2,,N
SOM,Somalia,2010,5.5,,N
SOM,Somalia,2010,17.4555425,,N
SOM,Somalia,2011,1.9,,N
SOM,Somalia,2011,2.280773976,,N
SOM,Somalia,2011,3.2,,N
SOM,Somalia,2011,5.5,,N
SOM,Somalia,2011,17.81334964,,N
SOM,Somalia,2012,1.9,0.759326812058037,N
SOM,Somalia,2012,2.36253841,0.856944102003746,N
SOM,Somalia,2012,3.2,0.937015219175558,N
SOM,Somalia,2012,5.5,0.986259928675813,N
SOM,Somalia,2012,18.36542926,0.999546948462191,N
SOM,Somalia,2013,1.9,0.750747771610215,N
SOM,Somalia,2013,2.509693168,0.872446372498218,N
SOM,Somalia,2013,3.2,0.93412494416358,N
SOM,Somalia,2013,5.5,0.98562492937407,N
SOM,Somalia,2013,18.79714975,0.999554964956761,N
SOM,Somalia,2015,1.9,0.72295219188837,N
SOM,Somalia,2015,2.668833214,0.876246896426726,N
SOM,Somalia,2015,3.2,0.92430604143114,N
SOM,Somalia,2015,5.5,0.983459457966669,N
SOM,Somalia,2015,19.46453494,0.999538005703855,N
SOM,Somalia,2018,,,N
SOM,Somalia,2018,1.9,0.686948968080792,N
SOM,Somalia,2018,2.877820132,0.880877312563763,N
SOM,Somalia,2018,3.2,0.910477627152152,N
SOM,Somalia,2018,5.5,0.980375574290381,N
SOM,Somalia,2019,,,N
SOM,Somalia,2019,1.9,0.671631125038707,N
SOM,Somalia,2019,2.913124478,0.876816437308434,N
SOM,Somalia,2019,3.2,0.904184318559992,N
SOM,Somalia,2019,5.5,0.978954233236566,N
SOM,Somalia,2020,,,N
SOM,Somalia,2020,1.9,0.685166202689253,N
SOM,Somalia,2020,2.879716786,0.880161807556516,N
SOM,Somalia,2020,3.2,0.909758216189842,N
SOM,Somalia,2020,5.5,0.980213724883312,N
SOM,Somalia,2021,,,N
SOM,Somalia,2021,1.9,0.669811360764749,N
SOM,Somalia,2021,2.947927508,0.879684548014631,N
SOM,Somalia,2021,3.2,0.903419579628508,N
SOM,Somalia,2021,5.5,0.978780636235643,N
